Gender,Under 30,Married,Dependents,Referred a Friend,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Churn Label,Age,Number of Dependents,Zip Code,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,79.0,0.0,92130.0,28201.0,0.0,42.0,10.0,17.0,85.0,0.0,0.0,400.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,65.0,0.0,92130.0,28201.0,0.0,1.0,42.0,16.0,79.0,0.0,0.0,42.0
Male,No,No,No,No,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Yes,68.0,0.0,92121.0,4258.0,0.0,1.0,40.0,12.0,50.0,0.0,0.0,40.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,72.0,0.0,90254.0,18693.0,0.0,1.0,35.0,15.0,70.0,0.0,0.0,35.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,66.0,0.0,90620.0,44442.0,0.0,41.0,28.0,23.0,113.0,0.0,0.0,1146.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,68.0,0.0,90621.0,33528.0,0.0,13.0,26.0,4.0,90.0,30.0,140.0,339.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0.0,90813.0,63136.0,1.0,32.0,6.0,23.0,85.0,50.0,0.0,192.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Yes,76.0,0.0,91030.0,23984.0,1.0,32.0,50.0,10.0,85.0,0.0,0.0,1587.0
Male,No,Yes,No,Yes,No,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,91202.0,21990.0,1.0,57.0,0.0,3.0,45.0,12.0,0.0,0.0
Male,No,No,No,No,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,71.0,0.0,91204.0,17015.0,0.0,1.0,15.0,14.0,45.0,0.0,0.0,15.0
Male,No,No,No,No,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,75.0,0.0,91335.0,68018.0,0.0,1.0,0.0,26.0,43.0,0.0,0.0,0.0
Female,No,No,No,No,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,67.0,0.0,91342.0,81986.0,0.0,38.0,26.0,27.0,57.0,0.0,0.0,992.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,65.0,0.0,91502.0,11517.0,1.0,35.0,16.0,22.0,100.0,0.0,0.0,559.0
Female,No,No,No,No,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,80.0,0.0,91606.0,45358.0,0.0,1.0,15.0,14.0,45.0,0.0,0.0,15.0
Male,No,Yes,No,Yes,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,71.0,0.0,91710.0,75319.0,1.0,30.0,5.0,29.0,50.0,0.0,0.0,140.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,70.0,0.0,91711.0,34716.0,0.0,5.0,12.0,20.0,79.0,0.0,0.0,61.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0.0,92117.0,51213.0,0.0,1.0,30.0,6.0,94.0,0.0,0.0,30.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Yes,78.0,0.0,92117.0,51213.0,1.0,58.0,49.0,19.0,109.0,0.0,0.0,2864.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,76.0,0.0,92117.0,51213.0,0.0,16.0,18.0,7.0,85.0,0.0,0.0,280.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0.0,92117.0,51213.0,0.0,1.0,22.0,27.0,70.0,0.0,10.0,22.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,68.0,0.0,92122.0,34902.0,1.0,5.0,47.0,11.0,81.0,41.0,10.0,236.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,79.0,0.0,92239.0,964.0,0.0,21.0,42.0,7.0,97.0,10.0,0.0,888.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,67.0,0.0,92027.0,48690.0,0.0,43.0,32.0,10.0,108.0,0.0,0.0,1369.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0.0,92028.0,42239.0,1.0,32.0,34.0,6.0,93.0,18.0,0.0,1080.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,72.0,0.0,92397.0,4253.0,0.0,1.0,18.0,13.0,71.0,0.0,0.0,18.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,75.0,0.0,92555.0,12743.0,1.0,29.0,26.0,28.0,98.0,38.0,40.0,748.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,67.0,0.0,92563.0,18311.0,1.0,13.0,32.0,6.0,95.0,48.0,0.0,412.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,72.0,0.0,92567.0,7344.0,1.0,7.0,9.0,17.0,74.0,32.0,0.0,62.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,68.0,0.0,92606.0,17621.0,0.0,2.0,22.0,28.0,89.0,0.0,0.0,43.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,68.0,0.0,92625.0,13422.0,0.0,1.0,44.0,2.0,91.0,0.0,0.0,44.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,75.0,0.0,92655.0,8660.0,1.0,7.0,16.0,22.0,70.0,20.0,0.0,112.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,74.0,0.0,92661.0,4242.0,1.0,57.0,50.0,21.0,95.0,13.0,0.0,2845.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,78.0,0.0,92663.0,22133.0,4.0,1.0,17.0,23.0,101.0,0.0,0.0,17.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,66.0,0.0,92706.0,37879.0,2.0,17.0,1.0,8.0,76.0,0.0,0.0,18.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0.0,93022.0,6503.0,0.0,3.0,18.0,20.0,87.0,0.0,0.0,55.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,79.0,0.0,93101.0,31727.0,1.0,66.0,29.0,25.0,100.0,0.0,0.0,1905.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Yes,69.0,0.0,93110.0,15757.0,1.0,69.0,49.0,4.0,108.0,0.0,0.0,3373.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,65.0,0.0,92592.0,46171.0,2.0,15.0,44.0,3.0,83.0,0.0,110.0,662.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Yes,68.0,0.0,93270.0,5868.0,0.0,56.0,35.0,4.0,105.0,0.0,0.0,1936.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,79.0,0.0,92592.0,46171.0,0.0,21.0,21.0,9.0,94.0,0.0,0.0,444.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,80.0,0.0,93426.0,1363.0,0.0,1.0,48.0,8.0,70.0,0.0,0.0,48.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,77.0,0.0,93444.0,15405.0,3.0,32.0,8.0,3.0,106.0,0.0,0.0,253.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Yes,65.0,0.0,93541.0,504.0,1.0,40.0,50.0,20.0,95.0,0.0,0.0,1980.0
Male,No,No,No,No,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,66.0,0.0,93591.0,6787.0,0.0,2.0,0.0,6.0,24.0,0.0,0.0,0.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,75.0,0.0,93612.0,33856.0,0.0,7.0,40.0,13.0,85.0,0.0,0.0,277.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,74.0,0.0,93615.0,5519.0,0.0,31.0,39.0,4.0,100.0,0.0,0.0,1220.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,80.0,0.0,93621.0,506.0,0.0,14.0,30.0,7.0,105.0,0.0,0.0,419.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,74.0,0.0,93625.0,5635.0,0.0,15.0,24.0,9.0,74.0,43.0,0.0,353.0
Male,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,93665.0,343.0,0.0,59.0,11.0,15.0,94.0,8.0,0.0,636.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,76.0,0.0,93668.0,1130.0,3.0,46.0,49.0,17.0,101.0,47.0,0.0,2259.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,72.0,0.0,93928.0,254.0,0.0,25.0,36.0,6.0,90.0,23.0,0.0,909.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,66.0,0.0,93932.0,538.0,0.0,16.0,32.0,14.0,96.0,47.0,0.0,514.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,75.0,0.0,93933.0,21759.0,0.0,1.0,41.0,15.0,70.0,0.0,80.0,41.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Yes,65.0,0.0,93954.0,521.0,1.0,36.0,25.0,5.0,85.0,0.0,0.0,883.0
Male,No,No,No,No,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,Yes,79.0,0.0,94015.0,63337.0,0.0,45.0,11.0,17.0,63.0,0.0,0.0,480.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,Yes,73.0,0.0,94109.0,56330.0,0.0,25.0,46.0,22.0,106.0,0.0,0.0,1158.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,79.0,0.0,94123.0,22920.0,0.0,39.0,42.0,23.0,96.0,0.0,150.0,1635.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,94130.0,1458.0,1.0,31.0,48.0,21.0,99.0,0.0,0.0,1486.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,71.0,0.0,94402.0,23393.0,0.0,3.0,30.0,28.0,76.0,0.0,0.0,91.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0.0,94520.0,36186.0,0.0,1.0,34.0,5.0,70.0,0.0,0.0,34.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,94542.0,11147.0,0.0,33.0,17.0,25.0,110.0,0.0,70.0,569.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,71.0,0.0,94559.0,26894.0,1.0,7.0,43.0,2.0,99.0,0.0,0.0,300.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,67.0,0.0,94803.0,25399.0,0.0,19.0,17.0,15.0,80.0,0.0,0.0,319.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,67.0,0.0,94901.0,40239.0,2.0,8.0,27.0,2.0,80.0,0.0,0.0,216.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0.0,94945.0,16429.0,0.0,13.0,7.0,28.0,101.0,0.0,0.0,94.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,75.0,0.0,94970.0,781.0,0.0,10.0,8.0,18.0,79.0,0.0,0.0,75.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,67.0,0.0,95032.0,24443.0,0.0,5.0,46.0,6.0,90.0,0.0,0.0,229.0
Male,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,66.0,0.0,95039.0,899.0,0.0,1.0,39.0,23.0,86.0,0.0,0.0,39.0
Female,No,No,No,No,No,No,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,67.0,0.0,95110.0,18197.0,0.0,10.0,0.0,4.0,35.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,Yes,71.0,0.0,95126.0,27023.0,1.0,53.0,22.0,6.0,60.0,0.0,100.0,1149.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,74.0,0.0,95127.0,60620.0,1.0,16.0,26.0,8.0,74.0,0.0,0.0,418.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,95207.0,49965.0,0.0,9.0,18.0,27.0,75.0,33.0,0.0,158.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,76.0,0.0,95222.0,4264.0,1.0,32.0,44.0,22.0,105.0,34.0,0.0,1392.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,67.0,0.0,95250.0,88.0,1.0,1.0,17.0,29.0,74.0,0.0,30.0,17.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,80.0,0.0,95303.0,809.0,0.0,8.0,15.0,20.0,70.0,0.0,0.0,119.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,67.0,0.0,95306.0,986.0,1.0,12.0,31.0,27.0,98.0,49.0,0.0,368.0
Female,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,68.0,0.0,95323.0,1055.0,1.0,4.0,19.0,20.0,100.0,26.0,0.0,76.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0.0,95372.0,1519.0,1.0,70.0,17.0,20.0,103.0,15.0,0.0,1222.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,80.0,0.0,92027.0,48690.0,0.0,1.0,29.0,5.0,71.0,0.0,0.0,29.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,73.0,0.0,92027.0,48690.0,1.0,47.0,27.0,26.0,71.0,27.0,0.0,1267.0
Female,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0.0,95417.0,176.0,1.0,1.0,37.0,8.0,69.0,0.0,0.0,37.0
Male,No,No,No,No,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,Yes,65.0,0.0,95466.0,1113.0,0.0,12.0,29.0,7.0,84.0,45.0,80.0,344.0
Male,No,No,No,No,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0.0,95468.0,1352.0,0.0,53.0,0.0,25.0,54.0,20.0,0.0,0.0
Male,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,78.0,0.0,95488.0,309.0,0.0,41.0,23.0,15.0,100.0,9.0,0.0,925.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,68.0,0.0,95543.0,532.0,0.0,5.0,2.0,17.0,70.0,12.0,0.0,11.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,65.0,0.0,95587.0,200.0,1.0,69.0,16.0,4.0,90.0,7.0,110.0,1127.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,67.0,0.0,95608.0,58830.0,0.0,14.0,16.0,11.0,75.0,39.0,0.0,228.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,95610.0,43718.0,0.0,32.0,33.0,9.0,74.0,44.0,0.0,1063.0
Female,No,Yes,No,Yes,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0.0,95638.0,1745.0,1.0,50.0,5.0,24.0,71.0,0.0,0.0,230.0
Female,No,No,No,No,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0.0,95658.0,6096.0,0.0,2.0,0.0,13.0,30.0,0.0,0.0,0.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,74.0,0.0,95678.0,30614.0,0.0,23.0,18.0,29.0,106.0,0.0,0.0,405.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,78.0,0.0,95703.0,1526.0,0.0,2.0,5.0,25.0,86.0,0.0,0.0,11.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,77.0,0.0,95814.0,16599.0,1.0,30.0,6.0,4.0,80.0,0.0,0.0,187.0
Female,No,No,No,No,Yes,No,No,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,95819.0,15975.0,0.0,1.0,23.0,0.0,19.0,0.0,0.0,23.0
Female,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,78.0,0.0,95835.0,854.0,0.0,32.0,49.0,9.0,86.0,0.0,0.0,1566.0
Female,No,No,No,No,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,75.0,0.0,95838.0,34894.0,0.0,16.0,37.0,16.0,59.0,0.0,0.0,589.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,75.0,0.0,95920.0,303.0,0.0,38.0,47.0,2.0,100.0,0.0,0.0,1801.0
Male,No,No,No,No,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Yes,76.0,0.0,95930.0,282.0,0.0,2.0,13.0,20.0,95.0,0.0,0.0,26.0
Male,No,Yes,No,Yes,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,70.0,0.0,95971.0,6189.0,1.0,17.0,10.0,16.0,82.0,0.0,0.0,162.0
Male,No,Yes,No,Yes,No,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Yes,67.0,0.0,95982.0,3193.0,1.0,3.0,0.0,20.0,36.0,0.0,0.0,0.0
Female,No,No,No,No,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Yes,69.0,0.0,95984.0,73.0,0.0,1.0,0.0,21.0,25.0,0.0,0.0,0.0
Female,No,Yes,No,Yes,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,Yes,70.0,0.0,96006.0,615.0,1.0,43.0,0.0,21.0,56.0,0.0,0.0,0.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,74.0,0.0,96074.0,263.0,2.0,10.0,46.0,4.0,87.0,0.0,0.0,465.0
Female,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,77.0,0.0,96080.0,26438.0,0.0,37.0,42.0,2.0,107.0,0.0,0.0,1548.0
Male,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,66.0,0.0,96109.0,1177.0,1.0,12.0,48.0,4.0,101.0,0.0,0.0,582.0
Male,No,No,No,No,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Yes,70.0,0.0,96125.0,348.0,0.0,35.0,35.0,29.0,95.0,0.0,80.0,1228.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Yes,68.0,0.0,96148.0,678.0,0.0,1.0,46.0,10.0,70.0,0.0,0.0,46.0
Female,No,No,No,No,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Yes,65.0,0.0,90007.0,45025.0,0.0,1.0,18.0,13.0,78.0,0.0,0.0,18.0
